Date,macd,signal,histogram
2021-04-22,5536.706510725155,4898.413343607865,638.2931671172901
2021-04-23,5360.463192938536,4990.823313473999,369.63987946453653
2021-04-26,5201.178961704718,5032.8944431201435,168.28451858457447
2021-04-27,5296.31320832546,5085.578196161207,210.73501216425302
2021-04-28,5150.947581508939,5098.652073230754,52.29550827818548
2021-04-29,4778.926676379095,5034.706993860422,-255.78031748132707
2021-04-30,4153.794324196133,4858.524459927565,-704.7301357314318
2021-05-03,3696.453657110367,4626.110299364125,-929.656642253758
2021-05-04,3375.7855714208126,4376.045353775463,-1000.2597823546503
2021-05-06,3046.1933610210835,4110.074955224587,-1063.8815942035035
2021-05-07,2713.365351607965,3830.733034501263,-1117.367682893298
2021-05-10,2541.33924335998,3572.8542762730067,-1031.5150329130265
2021-05-11,2257.9417027854943,3309.8717615755045,-1051.9300587900102
2021-05-12,1890.5169436142314,3026.0007979832503,-1135.483854369019
2021-05-13,1301.9019107180502,2681.1810205302104,-1379.2791098121602
2021-05-14,786.0137577570131,2302.1475679755713,-1516.1338102185582
2021-05-17,492.52858084729814,1940.2237705499167,-1447.6951897026186
2021-05-18,456.40739003944327,1643.4604944478222,-1187.0531044083789
2021-05-20,462.79212783910043,1407.326821126078,-944.5346932869775
2021-05-21,741.7227101284079,1274.205998926544,-532.4832887981361
2021-05-24,911.9193462795374,1201.7486683971429,-289.82932211760544
2021-05-25,1154.5301655286603,1192.3049678234465,-37.77480229478624
2021-05-26,1451.1109479542793,1244.066163849613,207.04478410466618
2021-05-27,2105.6843706757354,1416.3898052148375,689.294565460898
2021-05-28,2355.2141534839902,1604.154674868668,751.0594786153222
2021-05-31,2603.6467280091456,1804.0530854967637,799.5936425123818
2021-06-01,3087.704765280898,2060.7834214535906,1026.9213438273073
2021-06-02,3431.7649965874734,2334.979736480367,1096.7852601071063
2021-06-03,3622.3333829776675,2592.450465779827,1029.8829171978405
2021-06-04,3530.9287468676775,2780.146121997397,750.7826248702804
2021-06-07,3578.621083284437,2939.8411142548052,638.779969029632
2021-06-08,3774.635066707415,3106.7999047453272,667.8351619620876
2021-06-09,3925.0775315920037,3270.4554301146627,654.622101477341
2021-06-10,4357.1896903296,3487.8022821576506,869.3874081719496
2021-06-11,4805.628678624518,3751.3675614510244,1054.2611171734939
2021-06-14,5660.609325537938,4133.215914268408,1527.3934112695306
2021-06-15,6425.501748897019,4591.67308119413,1833.828667702889
2021-06-16,6831.893228749337,5039.717110705172,1792.1761180441654
2021-06-17,7471.2951775937545,5526.032724082888,1945.2624535108662
2021-06-18,8445.51271383831,6109.928722033973,2335.5839918043375
2021-06-21,9112.54340219131,6710.45165806544,2402.09174412587
2021-06-22,9850.387463981344,7338.43881924862,2511.9486447327236
2021-06-23,11153.822128187428,8101.515481036382,3052.3066471510465
2021-06-24,11050.77154170291,8691.366693169688,2359.4048485332223
2021-06-25,10644.66898486513,9082.027151508777,1562.6418333563524
2021-06-28,10245.076736802876,9314.637068567597,930.4396682352781
2021-06-29,10054.56911525206,9462.62347790449,591.9456373475696
2021-06-30,10189.589421840414,9608.016666691674,581.5727551487398
2021-07-01,9939.937645841652,9674.40086252167,265.5367833199816
2021-07-02,9591.179842471232,9657.756658511582,-66.57681604034951
2021-07-05,9009.205155016098,9528.046357812485,-518.8412027963877
2021-07-06,8490.45911606957,9320.528909463903,-830.069793394332
2021-07-07,8266.479067139182,9109.718940998959,-843.2398738597767
2021-07-08,8156.335392710636,8919.042231341295,-762.7068386306582
2021-07-09,7777.660600577627,8690.765905188562,-913.1053046109355
2021-07-12,7512.001881948323,8455.013100540515,-943.0112185921917
2021-07-13,7138.485770407453,8191.707634513903,-1053.22186410645
2021-07-14,6844.266756859375,7922.219458982998,-1077.9527021236227
2021-07-15,6336.325743317604,7605.04071584992,-1268.714972532316
2021-07-16,5666.727219963592,7217.378016672655,-1550.650796709063
2021-07-19,4838.2186649715295,6741.54614633243,-1903.3274813609005
2021-07-20,3974.421721146151,6188.121261295174,-2213.699540149023
2021-07-21,2693.9606201873103,5489.289133073601,-2795.328512886291
2021-07-22,1859.4801494054554,4763.327336339972,-2903.8471869345167
2021-07-23,1344.038411335263,4079.4695513390307,-2735.4311400037677
2021-07-26,765.3414551681781,3416.64393210486,-2651.302476936682
2021-07-27,343.1106039812439,2801.937266480137,-2458.8266624988933
2021-07-28,8.392864686873509,2243.2283861214846,-2234.835521434611
2021-07-29,-214.05998364562402,1751.770712168063,-1965.830695813687
2021-07-30,-505.56509292440023,1300.3035511495705,-1805.8686440739707
2021-08-02,-807.9629410154885,878.6502527165587,-1686.6131937320472
